_id,code,ref,description,category,subcategory,unit,rate,keywords
d429c1e2-3bca-41f3-b22f-e463130e6b3d,31925_adaf9da3,__export__.product_product_31925_adaf9da3,Steel drill bit - Wurth 6.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,1.6,steel; drill; bit; wurth; 6.0mm; drill bits & tools; steel drill bits; 31925_adaf9da3
512a3d6b-c1de-4005-8612-1159b1d62a37,31926_2e66ecf8,__export__.product_product_31926_2e66ecf8,Steel drill bit - Wurth 6.5mm,Drill Bits & Tools,Steel Drill Bits,Unit,2.97,steel; drill; bit; wurth; 6.5mm; drill bits & tools; steel drill bits; 31926_2e66ecf8
29c7009a-c821-4774-88d1-280b0cc29ed2,31927_ec9a5b30,__export__.product_product_31927_ec9a5b30,Steel drill bit - Wurth 7.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,3.39,steel; drill; bit; wurth; 7.0mm; drill bits & tools; steel drill bits; 31927_ec9a5b30
15bcc71d-26b7-4f18-a74a-a564a5fc50bc,31928_17b90e4a,__export__.product_product_31928_17b90e4a,Steel drill bit - Wurth 7.5mm,Drill Bits & Tools,Steel Drill Bits,Unit,2.83,steel; drill; bit; wurth; 7.5mm; drill bits & tools; steel drill bits; 31928_17b90e4a
7d1229af-ed46-4c86-bd9e-e7f83e1a5e07,31929_488fe91b,__export__.product_product_31929_488fe91b,Steel drill bit - Wurth 8.00mm,Drill Bits & Tools,Steel Drill Bits,Unit,2.4,steel; drill; bit; wurth; 8.00mm; drill bits & tools; steel drill bits; 31929_488fe91b
b3bca99d-fd3f-462b-9eb6-053fb9ec8034,31998_33dbf76b,__export__.product_product_31998_33dbf76b,Steel drill bit - Wurth 8.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,,steel; drill; bit; wurth; 8.0mm; drill bits & tools; steel drill bits; 31998_33dbf76b
c59487ad-b6dd-422b-921c-3aa14195923c,31930_fd0ffe91,__export__.product_product_31930_fd0ffe91,Steel drill bit - Wurth 8.5mm,Drill Bits & Tools,Steel Drill Bits,Unit,4.01,steel; drill; bit; wurth; 8.5mm; drill bits & tools; steel drill bits; 31930_fd0ffe91
d338b6ed-0a3a-4c94-9729-9fe11223d269,31931_874c98d4,__export__.product_product_31931_874c98d4,Steel drill bit - Wurth 9.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,3.2,steel; drill; bit; wurth; 9.0mm; drill bits & tools; steel drill bits; 31931_874c98d4
868c0797-3db6-4176-9fc6-3b1f2860dd84,31932_016bf7f8,__export__.product_product_31932_016bf7f8,Steel drill bit - Wurth 9.5mm,Drill Bits & Tools,Steel Drill Bits,Unit,5.01,steel; drill; bit; wurth; 9.5mm; drill bits & tools; steel drill bits; 31932_016bf7f8
d0d95c86-d135-45b1-84d5-e0f675ed3fc8,31933_f2b807ad,__export__.product_product_31933_f2b807ad,Steel drill bit - Wurth 11.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,7.53,steel; drill; bit; wurth; 11.0mm; drill bits & tools; steel drill bits; 31933_f2b807ad
d7c82ec5-6cb2-4fd2-be3b-3870551fc5fa,31934_39bebf0e,__export__.product_product_31934_39bebf0e,Steel drill bit - Wurth 12mm,Drill Bits & Tools,Steel Drill Bits,Unit,7.7,steel; drill; bit; wurth; 12mm; drill bits & tools; steel drill bits; 31934_39bebf0e
7c91dc88-d8f8-490d-aa39-c1c069fed27c,31935_23a2fd5b,__export__.product_product_31935_23a2fd5b,Steel drill bit - Wurth 13.0mm,Drill Bits & Tools,Steel Drill Bits,Unit,9,steel; drill; bit; wurth; 13.0mm; drill bits & tools; steel drill bits; 31935_23a2fd5b
a5af30e4-03d7-4bcb-abc3-7dc555c1435a,35759_543ffc32,__export__.product_product_35759_543ffc32,Steel drill bit - Rawlplug 8.00mm,Drill Bits & Tools,Steel Drill Bits,Unit,3.07,steel; drill; bit; rawlplug; 8.00mm; drill bits & tools; steel drill bits; 35759_543ffc32
3194b48d-4710-41d1-a371-d679834d0c32,35760_c7e9711c,__export__.product_product_35760_c7e9711c,Steel drill bit - Rawlplug 12mm,Drill Bits & Tools,Steel Drill Bits,Unit,4.13,steel; drill; bit; rawlplug; 12mm; drill bits & tools; steel drill bits; 35760_c7e9711c
ad392359-eed4-47f5-81de-11e7644b3e16,35761_d43252d1,__export__.product_product_35761_d43252d1,Steel drill bit - Rawlplug 25mm,Drill Bits & Tools,Steel Drill Bits,Unit,25.28,steel; drill; bit; rawlplug; 25mm; drill bits & tools; steel drill bits; 35761_d43252d1
150dd0ef-0a16-44be-8954-df213acb02d1,31963_74581a68,__export__.product_product_31963_74581a68,"Adhesives - 300ml,colour",General,,Unit,5.9,adhesives; 300ml; colour; general; 31963_74581a68
b2f78de4-f8d6-4b9a-8021-b661e56b1e90,31999_4955797b,__export__.product_product_31999_4955797b,"Adhesives - 300ml,colour",General,,Unit,10.51,adhesives; 300ml; colour; general; 31999_4955797b
c3f4ad21-4bfe-45f2-a828-72b2448a0d14,31964_7f8385e7,__export__.product_product_31964_7f8385e7,"Adhesives - 330ml,colour",General,,Unit,,adhesives; 330ml; colour; general; 31964_7f8385e7
1eede70c-1d5b-4637-9074-f4d134baaa61,32000_c4e4f5d0,__export__.product_product_32000_c4e4f5d0,"Adhesives - 330ml,colour",General,,Unit,,adhesives; 330ml; colour; general; 32000_c4e4f5d0
84f257d6-ec09-47fd-a03e-f55d4f1fe7b7,31965_7e876005,__export__.product_product_31965_7e876005,"Adhesives - 500ml,colour",General,,Unit,,adhesives; 500ml; colour; general; 31965_7e876005
d2361740-ae8d-4817-ae54-24f9393edf17,32001_c7374eb5,__export__.product_product_32001_c7374eb5,"Adhesives - 500ml,colour",General,,Unit,,adhesives; 500ml; colour; general; 32001_c7374eb5
9ef542b3-1a38-41b4-b774-d231bdda04ab,31966_73e6e8a6,__export__.product_product_31966_73e6e8a6,Flap disc - Lamella flap disc 115mm 0579580316,General,Individual Pieces,Unit,1.1,flap; disc; lamella; 115mm; 0579580316; general; individual pieces; 31966_73e6e8a6
afc05ce5-0877-4fdc-af80-f55a25e06d4f,31967_d12f2368,__export__.product_product_31967_d12f2368,Flap disc - Wurth flap disc 230mm,General,Individual Pieces,Unit,,flap; disc; wurth; 230mm; general; individual pieces; 31967_d12f2368
ef4cabb6-ab27-4da0-a82d-dc0902a7edb9,31968_bb499bdf,__export__.product_product_31968_bb499bdf,Expanding Foam,General,,Unit,7.48,expanding; foam; general; 31968_bb499bdf
8a1b0d01-28a0-4513-b4fe-78cd38fa0b1b,32012_58c41a7f,__export__.product_product_32012_58c41a7f,Vento panel board - Grey (8 pk) B815183A,Panels,,Unit,63.25,vento; panel; board; grey; pk); b815183a; panels; 32012_58c41a7f
bcbfc420-a72d-4b90-aeef-3376e50d2070,32013_28b61e1e,__export__.product_product_32013_28b61e1e,Vento panel board - Brown (8 pk) B815183B,Panels,,Unit,58.03,vento; panel; board; brown; pk); b815183b; panels; 32013_28b61e1e
66f86814-a03e-4913-a4e6-66cff5840144,32014_0abfda0b,__export__.product_product_32014_0abfda0b,Vento panel board - Natural (8 pk) B815183G,Panels,,Unit,69.64,vento; panel; board; natural; pk); b815183g; panels; 32014_0abfda0b
341c6dd7-b3fe-43c7-a413-71acee467b0f,32015_c0826306,__export__.product_product_32015_c0826306,"Vento panel rail - 2 pack,Colour",Panels,,Unit,44.88,vento; panel; rail; pack; colour; panels; 32015_c0826306
9d80e05a-4804-4ff6-b78a-39229f35f3a1,32017_d7e1d4e8,__export__.product_product_32017_d7e1d4e8,"Vento panel rail - 2 pack,Colour",Panels,,Unit,44.88,vento; panel; rail; pack; colour; panels; 32017_d7e1d4e8
c0f62ee7-92a6-4cad-b600-3504aa82677e,32019_b60a69f7,__export__.product_product_32019_b60a69f7,"Vento panel rail - 2 pack,Colour",Panels,,Unit,44.88,vento; panel; rail; pack; colour; panels; 32019_b60a69f7
7846deaa-84f0-4d7e-91d9-db1b1afb9646,32016_78b38a66,__export__.product_product_32016_78b38a66,"Vento panel rail - 3 pack,Colour",Panels,,Unit,70.2,vento; panel; rail; pack; colour; panels; 32016_78b38a66
3b2a8bb2-27bb-442a-972b-1b6de25f1ae3,32018_d83f958b,__export__.product_product_32018_d83f958b,"Vento panel rail - 3 pack,Colour",Panels,,Unit,58.5,vento; panel; rail; pack; colour; panels; 32018_d83f958b
519774eb-1cf5-4f1d-b74f-7481a30f6775,32020_6c798d80,__export__.product_product_32020_6c798d80,"Vento panel rail - 3 pack,Colour",Panels,,Unit,58.5,vento; panel; rail; pack; colour; panels; 32020_6c798d80
938a20e6-5dc7-4555-ad5a-016e41447ad1,32104_8769589f,__export__.product_product_32104_8769589f,Application gun - Wurth 300-380ml,General,,Unit,,application; gun; wurth; 300; 380ml; general; 32104_8769589f
4767b161-bae1-4dcd-a77d-b0b397081f06,33074_f2d9f731,__export__.product_product_33074_f2d9f731,Application gun - FIS DM S DISPENSER,General,,Unit,,application; gun; fis; dispenser; general; 33074_f2d9f731
b7f94080-aba8-4a54-92f9-6a69a94f4c66,32249_1febca1b,__export__.product_product_32249_1febca1b,Gripple wire joiner large - 1 pack,Wire & Mesh,,Unit,1.2,gripple; wire; joiner; large; pack; wire & mesh; 32249_1febca1b
fcd2f30d-823d-496d-82ad-a7b58106e348,32250_5d9a7c27,__export__.product_product_32250_5d9a7c27,Gripple wire joiner large - 20 pack,Wire & Mesh,,Unit,,gripple; wire; joiner; large; pack; wire & mesh; 32250_5d9a7c27
492a833a-45a7-4fc2-b6f4-8b2f75ea9635,32284_fde4ba65,__export__.product_product_32284_fde4ba65,"Softshell jacket - xs,Colour",General,,Unit,,softshell; jacket; colour; general; 32284_fde4ba65
c1d4ad0a-d72a-4fb6-8848-15ccce37f98f,32285_2b609e97,__export__.product_product_32285_2b609e97,"Softshell jacket - xs,Colour",General,,Unit,,softshell; jacket; colour; general; 32285_2b609e97
4e398f2a-edc9-4110-97d2-706f2b51a027,32286_ca4a03f4,__export__.product_product_32286_ca4a03f4,"Softshell jacket - xs,Colour",General,,Unit,,softshell; jacket; colour; general; 32286_ca4a03f4
0f02b06a-718a-44cf-981c-7e6f5b6e900a,32287_bd65af17,__export__.product_product_32287_bd65af17,"Softshell jacket - s,Colour",General,,Unit,,softshell; jacket; colour; general; 32287_bd65af17
a2cbbd1f-eb65-4e61-9231-5c9f7c406212,32288_9afc91b9,__export__.product_product_32288_9afc91b9,"Softshell jacket - s,Colour",General,,Unit,,softshell; jacket; colour; general; 32288_9afc91b9
23ae7fe7-2adc-4919-a51f-6cba17ecf7ce,32289_d2c2b7e7,__export__.product_product_32289_d2c2b7e7,"Softshell jacket - s,Colour",General,,Unit,,softshell; jacket; colour; general; 32289_d2c2b7e7
8eb81041-a7c1-46ff-aa21-4d1b358d607e,32290_f8e159dc,__export__.product_product_32290_f8e159dc,"Softshell jacket - m,Colour",General,,Unit,,softshell; jacket; colour; general; 32290_f8e159dc
cbade3da-7d08-4f6c-94d6-a73c740e3213,32291_a0691cd1,__export__.product_product_32291_a0691cd1,"Softshell jacket - m,Colour",General,,Unit,,softshell; jacket; colour; general; 32291_a0691cd1
5db6c813-02aa-40ff-ac4d-9f2d573e5c9d,32292_ef4f5b33,__export__.product_product_32292_ef4f5b33,"Softshell jacket - m,Colour",General,,Unit,,softshell; jacket; colour; general; 32292_ef4f5b33
f0f71643-a179-4232-b911-825c60ff3cf6,32293_4dba5931,__export__.product_product_32293_4dba5931,"Softshell jacket - l,Colour",General,,Unit,,softshell; jacket; colour; general; 32293_4dba5931
4ac2eb84-b03d-4449-bcaa-093e56752658,32294_e2383381,__export__.product_product_32294_e2383381,"Softshell jacket - l,Colour",General,,Unit,,softshell; jacket; colour; general; 32294_e2383381
52ed79c2-aaa9-4c7c-a8bc-b52c12654c74,32295_6ad3a2c7,__export__.product_product_32295_6ad3a2c7,"Softshell jacket - l,Colour",General,,Unit,,softshell; jacket; colour; general; 32295_6ad3a2c7
4f43c031-ddc7-4b3f-8244-d258101ec8e5,32296_62144a39,__export__.product_product_32296_62144a39,"Softshell jacket - xl,Colour",General,,Unit,,softshell; jacket; colour; general; 32296_62144a39
676f9e2e-7c43-4807-8e10-4f782d8769a7,32297_6571913f,__export__.product_product_32297_6571913f,"Softshell jacket - xl,Colour",General,,Unit,,softshell; jacket; colour; general; 32297_6571913f
5d313e96-369e-41a0-8dd6-cdf9f78580f5,32298_263066de,__export__.product_product_32298_263066de,"Softshell jacket - xl,Colour",General,,Unit,,softshell; jacket; colour; general; 32298_263066de
ded92d0b-07d1-4e2e-89fb-ed15f4ccd558,32432_2ca9ce71,__export__.product_product_32432_2ca9ce71,Concrete gravel board - 1.8m x 300mm,Concrete Products,Individual Pieces,Unit,20,concrete; gravel; board; 1.8m; 300mm; concrete products; individual pieces; 32432_2ca9ce71
70cd09c3-fc29-41c6-aa03-5b4bebb004a0,32433_b3a09ff2,__export__.product_product_32433_b3a09ff2,Concrete gravel board - 1.8m x 150mm,Concrete Products,Individual Pieces,Unit,,concrete; gravel; board; 1.8m; 150mm; concrete products; individual pieces; 32433_b3a09ff2
2ea95679-2b07-47fc-a3ba-d21e5ab20b4b,32650_0fa0da5c,__export__.product_product_32650_0fa0da5c,Carbine hooks - 60 x 6m BZP,General,,Unit,0.28,carbine; hooks; bzp; general; 32650_0fa0da5c
89aa6329-4f06-49cc-a713-d9ff1938523f,32651_47bb53c0,__export__.product_product_32651_47bb53c0,Carbine hooks - 80 x 8mm BZP,General,Individual Pieces,Unit,0.38,carbine; hooks; 8mm; bzp; general; individual pieces; 32651_47bb53c0
d1627a28-1148-40db-b7a8-cacfec3fb225,32652_2adad1e3,__export__.product_product_32652_2adad1e3,Carbine hooks - 100 x 10mm BZP,General,Individual Pieces,Unit,0.68,carbine; hooks; 100; 10mm; bzp; general; individual pieces; 32652_2adad1e3
2979da25-8cf0-446f-9eb6-fa99465a6617,32653_78b65e86,__export__.product_product_32653_78b65e86,"Hooks and Shackles - 8mm BZP,lock type",General,Individual Pieces,Unit,0.4,hooks; and; shackles; 8mm; bzp; lock; type; general; individual pieces; 32653_78b65e86
6ce93e25-a247-40d2-aeb6-0f98868886d0,32655_1cd16c2b,__export__.product_product_32655_1cd16c2b,"Hooks and Shackles - 8mm BZP,lock type",General,Individual Pieces,Unit,0.94,hooks; and; shackles; 8mm; bzp; lock; type; general; individual pieces; 32655_1cd16c2b
1951c26c-1fba-4672-82d3-4965114c3d40,32659_7527dd2a,__export__.product_product_32659_7527dd2a,"Hooks and Shackles - 8mm BZP,lock type",General,Individual Pieces,Unit,,hooks; and; shackles; 8mm; bzp; lock; type; general; individual pieces; 32659_7527dd2a
681146b1-0e5b-4ddb-88d3-e8e18b2b3cd6,32656_f74920c0,__export__.product_product_32656_f74920c0,"Hooks and Shackles - 50mm BZP,lock type",General,Individual Pieces,Unit,0.94,hooks; and; shackles; 50mm; bzp; lock; type; general; individual pieces; 32656_f74920c0
2712cca6-bf57-40dc-a997-656ede2a3f9c,32654_5a894270,__export__.product_product_32654_5a894270,"Hooks and Shackles - 50mm BZP,lock type",General,Individual Pieces,Unit,,hooks; and; shackles; 50mm; bzp; lock; type; general; individual pieces; 32654_5a894270
5ebaa462-4f5c-491b-ae09-126d213b8f24,32660_b546956f,__export__.product_product_32660_b546956f,"Hooks and Shackles - 50mm BZP,lock type",General,Individual Pieces,Unit,0.55,hooks; and; shackles; 50mm; bzp; lock; type; general; individual pieces; 32660_b546956f
0d196be2-c729-4f56-84d1-aa8781d2027e,32661_d8926b99,__export__.product_product_32661_d8926b99,"Hooks and Shackles - 76 x 19mm,lock type",General,Individual Pieces,Unit,1.06,hooks; and; shackles; 19mm; lock; type; general; individual pieces; 32661_d8926b99
a5a969b1-c048-4298-85e1-804680132be1,32657_65c69d1d,__export__.product_product_32657_65c69d1d,"Hooks and Shackles - 76 x 19mm,lock type",General,Individual Pieces,Unit,,hooks; and; shackles; 19mm; lock; type; general; individual pieces; 32657_65c69d1d
86f115cd-709a-45fc-abb4-a7ee79321d42,32658_2fb07ace,__export__.product_product_32658_2fb07ace,"Hooks and Shackles - 76 x 19mm,lock type",General,Individual Pieces,Unit,,hooks; and; shackles; 19mm; lock; type; general; individual pieces; 32658_2fb07ace
5ad2a19f-b144-4899-8d45-79479b007fd2,32667_f4261271,__export__.product_product_32667_f4261271,"Poly rope blue - 6mm,length",General,Individual Pieces,Unit,5.15,poly; rope; blue; 6mm; length; general; individual pieces; 32667_f4261271
33a426a0-db71-4603-b7b9-f85e1f1cad8b,32668_eb910d40,__export__.product_product_32668_eb910d40,"Poly rope blue - 6mm,length",General,Individual Pieces,Unit,,poly; rope; blue; 6mm; length; general; individual pieces; 32668_eb910d40
686ef1ae-0fb0-4a18-9c93-65ea3bf7563b,32669_a2cf27a5,__export__.product_product_32669_a2cf27a5,"Poly rope blue - 8mm,length",General,Individual Pieces,Unit,6.35,poly; rope; blue; 8mm; length; general; individual pieces; 32669_a2cf27a5
71410498-6f4f-4991-a10c-28f6c721bdee,32670_932ab71b,__export__.product_product_32670_932ab71b,"Poly rope blue - 8mm,length",General,Individual Pieces,Unit,,poly; rope; blue; 8mm; length; general; individual pieces; 32670_932ab71b
1d2ad585-a80a-4675-a14d-d447575e21f8,32671_8d3e31c6,__export__.product_product_32671_8d3e31c6,"Poly rope blue - 10mm,length",General,Individual Pieces,Unit,9.8,poly; rope; blue; 10mm; length; general; individual pieces; 32671_8d3e31c6
8e682e1c-0eb1-4a1a-af80-68b54cf9dbe1,32672_645876ca,__export__.product_product_32672_645876ca,"Poly rope blue - 10mm,length",General,Individual Pieces,Unit,,poly; rope; blue; 10mm; length; general; individual pieces; 32672_645876ca
71f3fc12-179a-43c4-9657-283aaf8d06ad,32673_88f73d3a,__export__.product_product_32673_88f73d3a,"Poly rope blue - 12mm,length",General,Individual Pieces,Unit,13.35,poly; rope; blue; 12mm; length; general; individual pieces; 32673_88f73d3a
afc56d12-a7a8-48cc-9546-9153c2181924,32674_cc22c885,__export__.product_product_32674_cc22c885,"Poly rope blue - 12mm,length",General,Individual Pieces,Unit,,poly; rope; blue; 12mm; length; general; individual pieces; 32674_cc22c885
fbbcf663-2529-4f46-9417-3f7b38287080,32751_c7f1bac7,__export__.product_product_32751_c7f1bac7,Urban slatted panel rail - Anthracite grey,Panels,,Unit,50.4,urban; slatted; panel; rail; anthracite; grey; panels; 32751_c7f1bac7
f810c135-387c-40e7-9d46-80b198e4b207,32750_1fad3ca6,__export__.product_product_32750_1fad3ca6,Urban slatted panel rail - brown,Panels,,Unit,,urban; slatted; panel; rail; brown; panels; 32750_1fad3ca6
e0a6a31f-11ca-4722-b87c-aca3d22bf6ca,32752_1deecc58,__export__.product_product_32752_1deecc58,Urban slatted panel rail - Olive Grey B835000G,Panels,,Unit,50.4,urban; slatted; panel; rail; olive; grey; b835000g; panels; 32752_1deecc58
c35fa835-213b-445d-9f77-50baf0a20ea3,33506_960668ac,__export__.product_product_33506_960668ac,Urban slatted composite board - Grey (2pk),General,,Unit,63.22,urban; slatted; composite; board; grey; (2pk); general; 33506_960668ac
33fc374e-51cd-458c-a32c-59b40c193c4f,33505_9ce690d7,__export__.product_product_33505_9ce690d7,Urban slatted composite board - Brown (2pk),General,,Unit,68.91,urban; slatted; composite; board; brown; (2pk); general; 33505_9ce690d7
841946a1-0627-4285-ae9e-e888c4ce1b7c,33504_91b00518,__export__.product_product_33504_91b00518,Urban slatted composite board - Natural (2pk),General,,Unit,68.91,urban; slatted; composite; board; natural; (2pk); general; 33504_91b00518
3c6371d0-56c4-4c7e-852e-6b39d15de585,32839_160ffb18,__export__.product_product_32839_160ffb18,Padlock - 40mm C/Shackle,General,Individual Pieces,Unit,6.26,padlock; 40mm; shackle; general; individual pieces; 32839_160ffb18
3b46e8ae-04bc-48f5-9524-8dd687b105b6,32840_bd687995,__export__.product_product_32840_bd687995,Padlock - 60mm C /Shackle,General,Individual Pieces,Unit,9.1,padlock; 60mm; shackle; general; individual pieces; 32840_bd687995
fda6a0c1-83de-497d-a9a0-78122f90d361,32841_ceb185c1,__export__.product_product_32841_ceb185c1,Padlock - 50mm Long Shackle,General,Individual Pieces,Unit,5.8,padlock; 50mm; long; shackle; general; individual pieces; 32841_ceb185c1
cdfee836-7cf3-4439-b2d4-1de760fe4287,32867_0db656c0,__export__.product_product_32867_0db656c0,Nylon frame fixings - M10 x 80mm,General,Individual Pieces,Unit,0.06,nylon; frame; fixings; m10; 80mm; general; individual pieces; 32867_0db656c0
1bde6c49-96cf-4f4a-bb73-4d46ad34bec3,32868_66c03087,__export__.product_product_32868_66c03087,Nylon frame fixings - M10 x 100mm,General,Individual Pieces,Unit,0.11,nylon; frame; fixings; m10; 100mm; general; individual pieces; 32868_66c03087
e46710a2-2b7f-4ecd-b646-5523e5f617f9,32869_7683cfeb,__export__.product_product_32869_7683cfeb,Nylon frame fixings - M10 x 120mm,General,Individual Pieces,Unit,0.12,nylon; frame; fixings; m10; 120mm; general; individual pieces; 32869_7683cfeb
0cf3c53d-1ee7-4708-80c6-c62778d71c2f,32870_24d216c4,__export__.product_product_32870_24d216c4,Nylon frame fixings - M10 x 140mm,General,Individual Pieces,Unit,0.15,nylon; frame; fixings; m10; 140mm; general; individual pieces; 32870_24d216c4
86ef33b3-951a-4d5a-a515-bea7fbdc625c,33254_d35aadf4,__export__.product_product_33254_d35aadf4,Nylon frame fixings - M10 X 160mm,General,Individual Pieces,Unit,,nylon; frame; fixings; m10; 160mm; general; individual pieces; 33254_d35aadf4
bb1b9ff4-cbeb-4357-9be5-e7358fb29744,33064_90e8e6ff,__export__.product_product_33064_90e8e6ff,Angle brackets HD galv - 40x40x40mm,Brackets,Individual Pieces,Unit,0.52,angle; brackets; galv; 40x40x40mm; individual pieces; 33064_90e8e6ff
ac6c5e91-44c2-4886-8121-d8a1854a34f1,33065_6f6705bf,__export__.product_product_33065_6f6705bf,Angle brackets HD galv - 50x50x63mm,Brackets,Individual Pieces,Unit,0.62,angle; brackets; galv; 50x50x63mm; individual pieces; 33065_6f6705bf
bf79b4da-cbea-41aa-a3ac-5cadd1bc516b,33066_1ef42540,__export__.product_product_33066_1ef42540,Angle brackets HD galv - 60x40x63mm,Brackets,Individual Pieces,Unit,0.64,angle; brackets; galv; 60x40x63mm; individual pieces; 33066_1ef42540
9bb03151-c718-4ce4-9829-5563954fcefa,33067_e54a5559,__export__.product_product_33067_e54a5559,Angle brackets HD galv - 60x60x40mm,Brackets,Individual Pieces,Unit,0.66,angle; brackets; galv; 60x60x40mm; individual pieces; 33067_e54a5559
1ddb081e-5897-419b-830d-08adbd8512ac,33068_05606cc6,__export__.product_product_33068_05606cc6,Angle brackets HD galv - 60x60x60mm,Brackets,Individual Pieces,Unit,0.86,angle; brackets; galv; 60x60x60mm; individual pieces; 33068_05606cc6
d06b4b71-349b-40a6-9a75-06cecb4a6079,33069_4bb2fa6e,__export__.product_product_33069_4bb2fa6e,Angle brackets HD galv - 80x80x80mm,Brackets,Individual Pieces,Unit,1.47,angle; brackets; galv; 80x80x80mm; individual pieces; 33069_4bb2fa6e
fe144ae7-97a3-497b-9ac9-ba9e321bc21f,33070_c620c4c1,__export__.product_product_33070_c620c4c1,Angle brackets HD galv - 90x90x63mm,Brackets,Individual Pieces,Unit,1.5,angle; brackets; galv; 90x90x63mm; individual pieces; 33070_c620c4c1
bbd6f688-6af2-48de-931b-86b825eb011a,33071_cc8b346c,__export__.product_product_33071_cc8b346c,Angle brackets HD galv - 150x150x63mm,Brackets,Individual Pieces,Unit,1.45,angle; brackets; galv; 150x150x63mm; individual pieces; 33071_cc8b346c
76e9e466-8441-494b-ae64-dd50203ff8fc,33072_33086d0d,__export__.product_product_33072_33086d0d,Angle brackets HD galv - 150x90x63mm,Brackets,Individual Pieces,Unit,1.6,angle; brackets; galv; 150x90x63mm; individual pieces; 33072_33086d0d
2738bd09-a091-44cf-b9bd-d99bf9b63c70,33131_f0cd0a75,__export__.product_product_33131_f0cd0a75,Cup head bolt with nut BZP M6 - 50mm,Bolts,Individual Pieces,Unit,,cup; head; bolt; with; nut; bzp; 50mm; bolts; individual pieces; 33131_f0cd0a75
99212061-c7a4-4681-8c1b-f3c5614fb167,33132_118b1261,__export__.product_product_33132_118b1261,Cup head bolt with nut BZP M6 - 60mm,Bolts,Individual Pieces,Unit,,cup; head; bolt; with; nut; bzp; 60mm; bolts; individual pieces; 33132_118b1261
8e0a1591-e950-4fc6-ac44-8d9e7f15663f,33133_e27ebeb9,__export__.product_product_33133_e27ebeb9,Cup head bolt with nut BZP M6 - 75mm,Bolts,Individual Pieces,Unit,,cup; head; bolt; with; nut; bzp; 75mm; bolts; individual pieces; 33133_e27ebeb9
